"Code","Fullresp","Modality","Audio","Video","Resp","ProverbioCond","audPoA","vidPoA","McGurkCond","Correct","Subject","Group"
112,"BA","audio","B","P","B","audio","labial","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
278,"LA","audiovisual","L","K","L","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
265,"TA","audiovisual","T","D","T","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
281,"KA","audiovisual","K","B","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
148,"FA","audio","F","K","F","audio","labiodental","velar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
142,"FA","audio","F","P","F","audio","labiodental","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
164,"TA","audio","T","F","T","audio","alveolar","labiodental","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
126,"PA","audio","P","T","P","audio","labial","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
184,"KA","audio","K","F","K","audio","velar","labiodental","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
221,"PA","audiovisual","P","B","P","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
154,"DA","audio","D","F","D","audio","alveolar","labiodental","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
145,"FA","audio","F","D","F","audio","labiodental","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
178,"LA","audio","L","K","L","audio","alveolar","velar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
163,"TA","audio","T","M","T","audio","alveolar","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
137,"A","audio","M","L","A","audio","labial","alveolar","audio",FALSE,"nm47 mcgurk47.zil","nonmusician"
133,"MA","audio","M","M","M","audio","labial","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
272,"LA","audiovisual","L","P","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
274,"LA","audiovisual","L","F","L","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
162,"TA","audio","T","P","T","audio","alveolar","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
121,"PA","audio","P","B","P","audio","labial","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
282,"KA","audiovisual","K","P","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
177,"LA","audio","L","L","L","audio","alveolar","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
243,"FA","audiovisual","F","M","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
224,"PA","audiovisual","P","F","P","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
252,"BA","audiovisual","D","P","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm47 mcgurk47.zil","nonmusician"
262,"PA","audiovisual","T","P","P","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm47 mcgurk47.zil","nonmusician"
234,"MA","audiovisual","M","F","M","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
241,"FA","audiovisual","F","B","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
157,"DA","audio","D","L","D","audio","alveolar","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
268,"TA","audiovisual","T","K","T","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
116,"BA","audio","B","T","B","audio","labial","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
131,"MA","audio","M","B","M","audio","labial","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
156,"DA","audio","D","T","D","audio","alveolar","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
253,"BA","audiovisual","D","M","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm47 mcgurk47.zil","nonmusician"
246,"FLA","audiovisual","F","T","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
114,"BA","audio","B","F","B","audio","labial","labiodental","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
161,"TA","audio","T","B","T","audio","alveolar","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
135,"MA","audio","M","D","M","audio","labial","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
232,"MA","audiovisual","M","P","M","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
222,"PA","audiovisual","P","P","P","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
124,"PA","audio","P","F","P","audio","labial","labiodental","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
128,"PA","audio","P","K","P","audio","labial","velar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
166,"TA","audio","T","T","T","audio","alveolar","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
257,"DA","audiovisual","D","L","D","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm47 mcgurk47.zil","nonmusician"
187,"KA","audio","K","L","K","audio","velar","alveolar","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
132,"MA","audio","M","P","M","audio","labial","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
214,"FA","audiovisual","B","F","F","audiovisual incongruent","labial","labiodental","audiovisual incongruent",FALSE,"nm47 mcgurk47.zil","nonmusician"
152,"DA","audio","D","P","D","audio","alveolar","labial","audio",TRUE,"nm47 mcgurk47.zil","nonmusician"
242,"FA","audiovisual","F","P","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
115,"BA","audio","B","D","B","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
234,"MA","audiovisual","M","F","M","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
154,"BA","audio","D","F","B","audio","alveolar","labiodental","audio",FALSE,"nm48 mcgurk48.zil","nonmusician"
144,"FA","audio","F","F","F","audio","labiodental","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
215,"A","audiovisual","B","D","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
145,"FA","audio","F","D","F","audio","labiodental","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
256,"DA","audiovisual","D","T","D","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
258,"DA","audiovisual","D","K","D","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
127,"PA","audio","P","L","P","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
262,"PA","audiovisual","T","P","P","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
283,"KA","audiovisual","K","M","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
122,"PA","audio","P","P","P","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
176,"LA","audio","L","T","L","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
244,"FA","audiovisual","F","F","F","audiovisual congruent","labiodental","labiodental","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
233,"MA","audiovisual","M","M","M","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
141,"FA","audio","F","B","F","audio","labiodental","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
237,"LA","audiovisual","M","L","L","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
165,"TA","audio","T","D","T","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
171,"LA","audio","L","B","L","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
212,"BA","audiovisual","B","P","B","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
288,"KA","audiovisual","K","K","K","audiovisual congruent","velar","velar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
241,"BA","audiovisual","F","B","B","audiovisual incongruent","labiodental","labial","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
146,"FA","audio","F","T","F","audio","labiodental","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
136,"MA","audio","M","T","M","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
148,"FA","audio","F","K","F","audio","labiodental","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
186,"KA","audio","K","T","K","audio","velar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
282,"KA","audiovisual","K","P","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
131,"MA","audio","M","B","M","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
133,"MA","audio","M","M","M","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
157,"BA","audio","D","L","B","audio","alveolar","alveolar","audio",FALSE,"nm48 mcgurk48.zil","nonmusician"
151,"DA","audio","D","B","D","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
275,"LA","audiovisual","L","D","L","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
125,"PA","audio","P","D","P","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
155,"DA","audio","D","D","D","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
123,"PA","audio","P","M","P","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
156,"DA","audio","D","T","D","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
284,"KA","audiovisual","K","F","K","audiovisual incongruent","velar","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
181,"KA","audio","K","B","K","audio","velar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
128,"PA","audio","P","K","P","audio","labial","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
278,"LA","audiovisual","L","K","L","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
251,"BA","audiovisual","D","B","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
271,"LA","audiovisual","L","B","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
183,"KA","audio","K","M","K","audio","velar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
231,"MA","audiovisual","M","B","M","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
143,"FA","audio","F","M","F","audio","labiodental","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
188,"KA","audio","K","K","K","audio","velar","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
228,"TA","audiovisual","P","K","T","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
238,"MA","audiovisual","M","K","M","audiovisual incongruent","labial","velar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
114,"BA","audio","B","F","B","audio","labial","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
272,"LA","audiovisual","L","P","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
227,"TA","audiovisual","P","L","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
245,"FA","audiovisual","F","D","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
178,"LA","audio","L","K","L","audio","alveolar","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
118,"BA","audio","B","K","B","audio","labial","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
175,"LA","audio","L","D","L","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
276,"LA","audiovisual","L","T","L","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
246,"FA","audiovisual","F","T","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
177,"LA","audio","L","L","L","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
173,"LA","audio","L","M","L","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
274,"LA","audiovisual","L","F","L","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
267,"TA","audiovisual","T","L","T","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
113,"BA","audio","B","M","B","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
147,"FA","audio","F","L","F","audio","labiodental","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
255,"DA","audiovisual","D","D","D","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
182,"KA","audio","K","P","K","audio","velar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
161,"TA","audio","T","B","T","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
124,"TA","audio","P","F","T","audio","labial","labiodental","audio",FALSE,"nm48 mcgurk48.zil","nonmusician"
287,"KA","audiovisual","K","L","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
214,"BA","audiovisual","B","F","B","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
221,"PA","audiovisual","P","B","P","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
158,"DA","audio","D","K","D","audio","alveolar","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
265,"TA","audiovisual","T","D","T","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
111,"BA","audio","B","B","B","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
252,"BA","audiovisual","D","P","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
273,"LA","audiovisual","L","M","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
121,"PA","audio","P","B","P","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
236,"NA","audiovisual","M","T","N","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
162,"TA","audio","T","P","T","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
211,"BA","audiovisual","B","B","B","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
126,"TA","audio","P","T","T","audio","labial","alveolar","audio",FALSE,"nm48 mcgurk48.zil","nonmusician"
254,"DA","audiovisual","D","F","D","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
235,"MA","audiovisual","M","D","M","audiovisual incongruent","labial","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
153,"DA","audio","D","M","D","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
232,"MA","audiovisual","M","P","M","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
277,"LA","audiovisual","L","L","L","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
217,"BA","audiovisual","B","L","B","audiovisual incongruent","labial","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
264,"TA","audiovisual","T","F","T","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
116,"BA","audio","B","T","B","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
185,"KA","audio","K","D","K","audio","velar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
167,"TA","audio","T","L","T","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
172,"LA","audio","L","P","L","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
286,"KA","audiovisual","K","T","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
117,"BA","audio","B","L","B","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
281,"KA","audiovisual","K","B","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
261,"TA","audiovisual","T","B","T","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
184,"KA","audio","K","F","K","audio","velar","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
213,"BA","audiovisual","B","M","B","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
247,"FA","audiovisual","F","L","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
248,"FA","audiovisual","F","K","F","audiovisual incongruent","labiodental","velar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
137,"MA","audio","M","L","M","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
285,"KA","audiovisual","K","D","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
187,"KA","audio","K","L","K","audio","velar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
112,"BA","audio","B","P","B","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
225,"TA","audiovisual","P","D","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
253,"DA","audiovisual","D","M","D","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
226,"TA","audiovisual","P","T","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
222,"PA","audiovisual","P","P","P","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
218,"A","audiovisual","B","K","A","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
268,"TA","audiovisual","T","K","T","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
224,"A","audiovisual","P","F","A","audiovisual incongruent","labial","labiodental","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
168,"TA","audio","T","K","T","audio","alveolar","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
135,"MA","audio","M","D","M","audio","labial","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
266,"TA","audiovisual","T","T","T","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
132,"MA","audio","M","P","M","audio","labial","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
134,"MA","audio","M","F","M","audio","labial","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
223,"PA","audiovisual","P","M","P","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
166,"TA","audio","T","T","T","audio","alveolar","alveolar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
164,"TA","audio","T","F","T","audio","alveolar","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
142,"FA","audio","F","P","F","audio","labiodental","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
216,"A","audiovisual","B","T","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm48 mcgurk48.zil","nonmusician"
174,"LA","audio","L","F","L","audio","alveolar","labiodental","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
163,"TA","audio","T","M","T","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
257,"DA","audiovisual","D","L","D","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
243,"FA","audiovisual","F","M","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
138,"MA","audio","M","K","M","audio","labial","velar","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
152,"DA","audio","D","P","D","audio","alveolar","labial","audio",TRUE,"nm48 mcgurk48.zil","nonmusician"
263,"TA","audiovisual","T","M","T","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"nm48 mcgurk48.zil","nonmusician"
136,"MA","audio","M","T","M","audio","labial","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
281,"KA","audiovisual","K","B","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
247,"SA","audiovisual","F","L","S","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
164,"TA","audio","T","F","T","audio","alveolar","labiodental","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
216,"BA","audiovisual","B","T","B","audiovisual incongruent","labial","alveolar","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
282,"KA","audiovisual","K","P","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
182,"KA","audio","K","P","K","audio","velar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
213,"BA","audiovisual","B","M","B","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
114,"FA","audio","B","F","F","audio","labial","labiodental","audio",FALSE,"nm49 mcgurk49.zil","nonmusician"
251,"BA","audiovisual","D","B","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
227,"TA","audiovisual","P","L","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
147,"FA","audio","F","L","F","audio","labiodental","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
288,"KA","audiovisual","K","K","K","audiovisual congruent","velar","velar","audiovisual congruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
181,"KA","audio","K","B","K","audio","velar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
183,"KA","audio","K","M","K","audio","velar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
117,"BA","audio","B","L","B","audio","labial","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
162,"TA","audio","T","P","T","audio","alveolar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
161,"TA","audio","T","B","T","audio","alveolar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
254,"DA","audiovisual","D","F","D","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
171,"LA","audio","L","B","L","audio","alveolar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
115,"DA","audio","B","D","D","audio","labial","alveolar","audio",FALSE,"nm49 mcgurk49.zil","nonmusician"
166,"TA","audio","T","T","T","audio","alveolar","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
242,"FA","audiovisual","F","P","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
172,"LA","audio","L","P","L","audio","alveolar","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
185,"KA","audio","K","D","K","audio","velar","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
275,"LA","audiovisual","L","D","L","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
268,"TA","audiovisual","T","K","T","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
146,"FA","audio","F","T","F","audio","labiodental","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
123,"TA","audio","P","M","T","audio","labial","labial","audio",FALSE,"nm49 mcgurk49.zil","nonmusician"
132,"MA","audio","M","P","M","audio","labial","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
222,"PA","audiovisual","P","P","P","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
116,"BA","audio","B","T","B","audio","labial","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
228,"TA","audiovisual","P","K","T","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
141,"FA","audio","F","B","F","audio","labiodental","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
135,"MA","audio","M","D","M","audio","labial","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
255,"DA","audiovisual","D","D","D","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
121,"PA","audio","P","B","P","audio","labial","labial","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
286,"KA","audiovisual","K","T","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
187,"KA","audio","K","L","K","audio","velar","alveolar","audio",TRUE,"nm49 mcgurk49.zil","nonmusician"
273,"BULA","audiovisual","L","M","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
241,"FA","audiovisual","F","B","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"nm49 mcgurk49.zil","nonmusician"
226,"TA","audiovisual","P","T","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"nm49 mcgurk49.zil","nonmusician"
